date	close
2014/01/02	104.50
2014/01/03	102.50
2014/01/06	102.50
2014/01/07	102.00
2014/01/08	104.00
2014/01/09	101.00
2014/01/10	102.00
2014/01/13	103.00
2014/01/14	103.50
2014/01/15	105.00
2014/01/16	107.00
2014/01/17	107.50
2014/01/20	107.50
2014/01/21	106.50
2014/01/22	107.50
2014/01/23	107.50
2014/01/24	108.00
2014/01/27	105.00
2014/02/05	100.50
2014/02/06	102.00
2014/02/07	104.00
2014/02/10	103.00
2014/02/11	104.50
2014/02/12	105.00
2014/02/13	105.00
2014/02/14	107.50
2014/02/17	108.50
2014/02/18	108.00
2014/02/19	108.00
2014/02/20	106.50
2014/02/21	107.50
2014/02/24	107.00
2014/02/25	108.00
2014/02/26	107.50
2014/02/27	108.00
2014/03/03	108.00
2014/03/04	107.50
2014/03/05	110.00
2014/03/06	113.00
2014/03/07	114.50
2014/03/10	113.00
2014/03/11	114.00
2014/03/12	113.00
2014/03/13	116.50
2014/03/14	115.00
2014/03/17	114.00
2014/03/18	114.50
2014/03/19	114.50
2014/03/20	112.00
2014/03/21	112.50
2014/03/24	112.50
2014/03/25	113.50
2014/03/26	115.50
2014/03/27	116.00
2014/03/28	117.50
2014/03/31	118.50
2014/04/01	119.50
2014/04/02	120.00
2014/04/03	118.50
2014/04/07	117.50
2014/04/08	119.00
2014/04/09	119.00
2014/04/10	119.50
2014/04/11	120.00
2014/04/14	120.50
2014/04/15	122.50
2014/04/16	121.00
2014/04/17	120.00
2014/04/18	123.00
2014/04/21	121.50
2014/04/22	121.50
2014/04/23	121.00
2014/04/24	121.00
2014/04/25	118.50
2014/04/28	119.00
2014/04/29	120.50
2014/04/30	118.50
2014/05/02	118.00
2014/05/05	117.00
2014/05/06	118.00
2014/05/07	118.50
2014/05/08	119.50
2014/05/09	120.00
2014/05/12	118.50
2014/05/13	120.50
2014/05/14	122.00
2014/05/15	122.00
2014/05/16	122.00
2014/05/19	121.00
2014/05/20	121.00
2014/05/21	120.50
2014/05/22	122.00
2014/05/23	122.00
2014/05/26	123.00
2014/05/27	123.50
2014/05/28	124.00
2014/05/29	122.00
2014/05/30	119.50
2014/06/03	122.50
2014/06/04	123.50
2014/06/05	123.00
2014/06/06	122.50
2014/06/09	123.00
2014/06/10	124.50
2014/06/11	125.00
2014/06/12	123.50
2014/06/13	123.00
2014/06/16	124.00
2014/06/17	125.00
2014/06/18	125.50
2014/06/19	126.00
2014/06/20	124.50
2014/06/23	123.00
2014/06/24	123.00
2014/06/25	123.50
2014/06/26	124.50
2014/06/27	125.50
2014/06/30	126.50
2014/07/01	128.00
2014/07/02	132.50
2014/07/03	134.50
2014/07/04	135.00
2014/07/07	136.00
2014/07/08	134.50
2014/07/09	134.00
2014/07/10	134.50
2014/07/11	136.50
2014/07/14	132.50
2014/07/15	133.00
2014/07/16	130.50
2014/07/17	124.50
2014/07/18	123.50
2014/07/21	123.50
2014/07/22	124.50
2014/07/24	125.00
2014/07/25	123.00
2014/07/28	121.50
2014/07/29	124.00
2014/07/30	124.50
2014/07/31	121.00
2014/08/01	120.00
2014/08/04	123.50
2014/08/05	119.50
2014/08/06	120.50
2014/08/07	121.50
2014/08/08	120.50
2014/08/11	120.50
2014/08/12	121.50
2014/08/13	122.50
2014/08/14	124.00
2014/08/15	124.00
2014/08/18	123.00
2014/08/19	124.00
2014/08/20	125.50
2014/08/21	124.50
2014/08/22	125.50
2014/08/25	125.00
2014/08/26	124.50
2014/08/27	125.50
2014/08/28	125.00
2014/08/29	124.00
2014/09/01	128.50
2014/09/02	126.00
2014/09/03	128.00
2014/09/04	127.50
2014/09/05	127.00
2014/09/09	127.00
2014/09/10	125.00
2014/09/11	125.00
2014/09/12	123.00
2014/09/15	123.50
2014/09/16	122.50
2014/09/17	124.50
2014/09/18	125.00
2014/09/19	125.00
2014/09/22	122.00
2014/09/23	122.50
2014/09/24	123.00
2014/09/25	122.00
2014/09/26	121.00
2014/09/29	120.50
2014/09/30	120.00
2014/10/01	121.50
2014/10/02	121.00
2014/10/03	124.50
2014/10/06	126.00
2014/10/07	125.00
2014/10/08	122.50
2014/10/09	125.00
2014/10/13	120.50
2014/10/14	121.00
2014/10/15	121.50
2014/10/16	121.50
2014/10/17	123.50
2014/10/20	126.00
2014/10/21	125.00
2014/10/22	129.00
2014/10/23	127.50
2014/10/24	125.50
2014/10/27	128.00
2014/10/28	128.00
2014/10/29	129.00
2014/10/30	128.50
2014/10/31	130.50
2014/11/03	131.00
2014/11/04	132.00
2014/11/05	132.00
2014/11/06	132.00
2014/11/07	131.00
2014/11/10	134.50
2014/11/11	134.00
2014/11/12	132.00
2014/11/13	134.00
2014/11/14	135.00
2014/11/17	133.00
2014/11/18	131.50
2014/11/19	136.00
2014/11/20	139.00
2014/11/21	138.50
2014/11/24	138.50
2014/11/25	139.00
2014/11/26	139.00
2014/11/27	140.00
2014/11/28	141.50
2014/12/01	140.00
2014/12/02	137.50
2014/12/03	138.00
2014/12/04	139.00
2014/12/05	137.50
2014/12/08	138.00
2014/12/09	138.00
2014/12/10	136.00
2014/12/11	134.50
2014/12/12	135.00
2014/12/15	136.00
2014/12/16	133.00
2014/12/17	130.50
2014/12/18	131.50
